"id","Name","sex","Age","height","weight","team","noc","games","Year","season","city","sport","Event","medal"
1185,"Michael George Raymond ""Mike"" Agostini",M,"21","171","66",Trinidad and Tobago,TTO,"1956 Summer",1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,NA
1186,Paul Agostino,M,"21","184","84",Australia,AUS,"1996 Summer",1996,Summer,Atlanta,Football,Football Men's Football,NA
1187,"Andrew ""Andy"" Agosto",M,"18",NA,"51",Puerto Rico,PUR,"1988 Summer",1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,NA
1188,"Benjamin Alexandro ""Ben"" Agosto",M,"24","178","75",United States-1,USA,"2006 Winter",2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
1188,"Benjamin Alexandro ""Ben"" Agosto",M,"28","178","75",United States-2,USA,"2010 Winter",2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Ice Dancing,NA
1189,Imre goston,M,"30",NA,NA,Hungary,HUN,"1952 Summer",1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
1189,Imre goston,M,"30",NA,NA,Hungary,HUN,"1952 Summer",1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
1190,Simon Agoston,M,"31","179","64",Austria,AUT,"2008 Summer",2008,Summer,Beijing,Triathlon,Triathlon Men's Olympic Distance,NA
1191,Judit goston-Mendelnyi,F,"27","164","62",Hungary,HUN,"1964 Summer",1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Gold
1192,Carlo Agostoni Faini,M,"19","170",NA,Italy,ITA,"1928 Summer",1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
1192,Carlo Agostoni Faini,M,"23","170",NA,Italy,ITA,"1932 Summer",1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze
1192,Carlo Agostoni Faini,M,"23","170",NA,Italy,ITA,"1932 Summer",1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
1192,Carlo Agostoni Faini,M,"39","170",NA,Italy,ITA,"1948 Summer",1948,Summer,London,Fencing,"Fencing Men's epee, Individual",NA
1192,Carlo Agostoni Faini,M,"39","170",NA,Italy,ITA,"1948 Summer",1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver
1193,Hernn Marcelo Agote,M,"26",NA,NA,Argentina-2,ARG,"1964 Winter",1964,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,NA
1193,Hernn Marcelo Agote,M,"26",NA,NA,Argentina,ARG,"1964 Winter",1964,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,NA
1194,Eduardo Nilton Agra Galvo,M,"26","194","78",Brazil,BRA,"1984 Summer",1984,Summer,Los Angeles,Basketball,Basketball Men's Basketball,NA
1195,Salvador Jos Milhazes Agra,M,"24","168","70",Portugal,POR,"2016 Summer",2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
1196,Anna Agrafioti,F,"21","178","76",Greece,GRE,"2012 Summer",2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,NA
1197,Seyyit Ahmet Aral,M,NA,"168","70",Turkey,TUR,"1968 Summer",1968,Summer,Mexico City,Wrestling,"Wrestling Men's Lightweight, Freestyle",NA
1198,Jess Agramonte Terry,M,"21","191","80",Cuba,CUB,"1980 Summer",1980,Summer,Moskva,Handball,Handball Men's Handball,NA
1199,Slim Agrebi,M,"22",NA,NA,Tunisia,TUN,"1996 Summer",1996,Summer,Atlanta,Judo,Judo Men's Heavyweight,NA
1200,Debora Agreiter,F,"22","166","52",Italy,ITA,"2014 Winter",2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,NA
1200,Debora Agreiter,F,"22","166","52",Italy,ITA,"2014 Winter",2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,NA
1201,Erik Alfred gren,M,"20",NA,NA,Sweden,SWE,"1936 Summer",1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze
1202,Ulrika Maria gren,F,"25","176","74",Sweden,SWE,"2012 Summer",2012,Summer,London,Handball,Handball Women's Handball,NA
1203,Renzo Pasquale Zeglio Agresta,M,"19","181","76",Brazil,BRA,"2004 Summer",2004,Summer,Athina,Fencing,"Fencing Men's Sabre, Individual",NA
1203,Renzo Pasquale Zeglio Agresta,M,"23","181","76",Brazil,BRA,"2008 Summer",2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Individual",NA
1203,Renzo Pasquale Zeglio Agresta,M,"27","181","76",Brazil,BRA,"2012 Summer",2012,Summer,London,Fencing,"Fencing Men's Sabre, Individual",NA
1203,Renzo Pasquale Zeglio Agresta,M,"31","181","76",Brazil,BRA,"2016 Summer",2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",NA
1204,Lindy Brigitte Agricole (Leveau-),F,"34","175","70",Seychelles,SEY,"2008 Summer",2008,Summer,Beijing,Athletics,Athletics Women's Javelin Throw,NA
1205,Christel Agrikola,F,"23","173","66",West Germany,FRG,"1976 Summer",1976,Summer,Montreal,Rowing,Rowing Women's Single Sculls,NA
1206,Georg Agrikola,M,"25","195","89",West Germany,FRG,"1984 Summer",1984,Summer,Los Angeles,Rowing,Rowing Men's Double Sculls,NA
1206,Georg Agrikola,M,"29","195","89",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,NA
1207,Georgios Agrimanakis,M,"27","173","64",Greece,GRE,"1976 Summer",1976,Summer,Montreal,Boxing,Boxing Men's Lightweight,NA
1208,Ioannis Agrimis,M,NA,NA,NA,"Large boat, Central Naval Prep School ""Poros""-1",GRE,"1906 Summer",1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
1209,Laura Agront Snchez-Pimion (-Hobbs),F,"19","179","57",Puerto Rico,PUR,"1984 Summer",1984,Summer,Los Angeles,Athletics,Athletics Women's High Jump,NA
1210,Spyros Agrotis,M,"22","170","59",Cyprus,CYP,"1984 Summer",1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",NA
1211,"Estella ""Stella"" Agsteribbe (-Blits)",F,"19",NA,NA,Netherlands,NED,"1928 Summer",1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Gold
1212,Ral Alfonso Aguayo Saladin,M,"27","189","82",Dominican Republic,DOM,"2008 Summer",2008,Summer,Beijing,Sailing,Sailing Men's One Person Dinghy,NA
1213,Norisbeth Isais Agudo Gonzlez,F,"24","163","55",Venezuela,VEN,"2016 Summer",2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,NA
1214,Eric Agueh,M,"24","180","72",Benin,BEN,"1996 Summer",1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,NA
1214,Eric Agueh,M,"24","180","72",Benin,BEN,"1996 Summer",1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,NA
1215,Ernesto Agero Shell,M,"22",NA,"163",Cuba,CUB,"1992 Summer",1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Super-Heavyweight,NA
1216,Albino Manuel Agero,M,NA,NA,NA,Argentina,ARG,"1948 Summer",1948,Summer,London,Fencing,"Fencing Men's Sabre, Team",NA
1217,Mario Felipe Aguero Medrano,M,"24",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Basketball,Basketball Men's Basketball,NA
1218,Pedro Luciano Agero Ceballos,M,"19","165","60",Argentina,ARG,"1968 Summer",1968,Summer,Mexico City,Boxing,Boxing Men's Lightweight,NA
1219,Rubn Jos Agero,M,"28","191","78",Argentina,ARG,"1988 Summer",1988,Summer,Seoul,Football,Football Men's Football,NA
1220,Sergio Leonel Agero del Castillo,M,"20","172","74",Argentina,ARG,"2008 Summer",2008,Summer,Beijing,Football,Football Men's Football,Gold
1221,"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,"23","175","70",Cuba,CUB,"2000 Summer",2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
1221,"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,"31","175","70",Italy,ITA,"2008 Summer",2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,NA
1222,ngel Aguiar Garca,M,"21",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,NA
1222,ngel Aguiar Garca,M,"21",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,NA
1222,ngel Aguiar Garca,M,"21",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,NA
1222,ngel Aguiar Garca,M,"21",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,NA
1222,ngel Aguiar Garca,M,"21",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,NA
1222,ngel Aguiar Garca,M,"21",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,NA
1222,ngel Aguiar Garca,M,"21",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Rings,NA
1222,ngel Aguiar Garca,M,"21",NA,NA,Cuba,CUB,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,NA
1222,ngel Aguiar Garca,M,"25",NA,NA,Cuba,CUB,"1952 Summer",1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,NA
1222,ngel Aguiar Garca,M,"25",NA,NA,Cuba,CUB,"1952 Summer",1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,NA
1222,ngel Aguiar Garca,M,"25",NA,NA,Cuba,CUB,"1952 Summer",1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,NA
1222,ngel Aguiar Garca,M,"25",NA,NA,Cuba,CUB,"1952 Summer",1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,NA
1222,ngel Aguiar Garca,M,"25",NA,NA,Cuba,CUB,"1952 Summer",1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,NA
1222,ngel Aguiar Garca,M,"25",NA,NA,Cuba,CUB,"1952 Summer",1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,NA
1222,ngel Aguiar Garca,M,"25",NA,NA,Cuba,CUB,"1952 Summer",1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,NA
1223,Anoumou Aguiar,M,"23","172","67",Togo,TOG,"1988 Summer",1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,NA
1224,Gonzalo Aguiar Martnez,M,"22","175","62",Spain,ESP,"1988 Summer",1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",NA
1225,Joo Paquete Aguiar,M,"17",NA,NA,Angola,ANG,"2000 Summer",2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,NA
1226,Luis M. Aguiar Donatti,M,"20","190","90",Uruguay,URU,"1960 Summer",1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,NA
1227,Rubn Humberto Aguiar,M,"28","167","64",Argentina,ARG,"1984 Summer",1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,NA
1228,Samuel Aguiar,M,"27",NA,NA,Portugal,POR,"1996 Summer",1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,NA
1229,Jos Luiz Aguiar e Ramalho,M,"29",NA,NA,Brazil,BRA,"1992 Summer",1992,Summer,Barcelona,Handball,Handball Men's Handball,NA
1230,Barry Aguibou,M,"29","171","51",Guinea,GUI,"1980 Summer",1980,Summer,Moskva,Boxing,Boxing Men's Flyweight,NA
1231,Claudio S. guila,M,"27","191","82",Argentina,ARG,"1988 Summer",1988,Summer,Seoul,Rowing,Rowing Men's Coxless Pairs,NA
1232,Judith guila Hernndez,F,"19","192","80",Cuba,CUB,"1992 Summer",1992,Summer,Barcelona,Basketball,Basketball Women's Basketball,NA
1232,Judith guila Hernndez,F,"23","192","80",Cuba,CUB,"1996 Summer",1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,NA
1233,Alberto Martn Aguilar Surez,M,"27","194","80",Venezuela,VEN,"2012 Summer",2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,NA
1234,Alessandra Aguilar Morn,F,"30","165","50",Spain,ESP,"2008 Summer",2008,Summer,Beijing,Athletics,Athletics Women's Marathon,NA
1234,Alessandra Aguilar Morn,F,"34","165","50",Spain,ESP,"2012 Summer",2012,Summer,London,Athletics,Athletics Women's Marathon,NA
1234,Alessandra Aguilar Morn,F,"38","165","50",Spain,ESP,"2016 Summer",2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
1235,Andreas Aguilar,M,"26","168","67",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Gymnastics,Gymnastics Men's Individual All-Around,NA
1235,Andreas Aguilar,M,"26","168","67",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,NA
1235,Andreas Aguilar,M,"26","168","67",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,NA
1235,Andreas Aguilar,M,"26","168","67",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,NA
1235,Andreas Aguilar,M,"26","168","67",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,NA
1235,Andreas Aguilar,M,"26","168","67",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,NA
1235,Andreas Aguilar,M,"26","168","67",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,NA
1235,Andreas Aguilar,M,"26","168","67",West Germany,FRG,"1988 Summer",1988,Summer,Seoul,Gymnastics,Gymnastics Men's Pommelled Horse,NA
1236,Andrey Alberto Aguilar Komissarov,M,"19","178","72",Costa Rica,CRC,"1980 Summer",1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,NA
1236,Andrey Alberto Aguilar Komissarov,M,"19","178","72",Costa Rica,CRC,"1980 Summer",1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,NA
1236,Andrey Alberto Aguilar Komissarov,M,"19","178","72",Costa Rica,CRC,"1980 Summer",1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Butterfly,NA
1236,Andrey Alberto Aguilar Komissarov,M,"19","178","72",Costa Rica,CRC,"1980 Summer",1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,NA
1236,Andrey Alberto Aguilar Komissarov,M,"23","178","72",Costa Rica,CRC,"1984 Summer",1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Breaststroke,NA
1236,Andrey Alberto Aguilar Komissarov,M,"23","178","72",Costa Rica,CRC,"1984 Summer",1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,NA
1236,Andrey Alberto Aguilar Komissarov,M,"23","178","72",Costa Rica,CRC,"1984 Summer",1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,NA
1237,Antonio Aguilar Chastellain,M,"20","179","77",Spain,ESP,"1980 Summer",1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,NA
1237,Antonio Aguilar Chastellain,M,"24","179","77",Spain,ESP,"1984 Summer",1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,MEX,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,MEX,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,MEX,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,MEX,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,MEX,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,MEX,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,MEX,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Rings,NA
1238,Dario Aguilar Gonzlez,M,NA,NA,NA,Mexico,MEX,"1948 Summer",1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,NA
1239,Eduardo Aguilar Estrada,M,"27","173","71",Spain,ESP,"2004 Summer",2004,Summer,Athina,Hockey,Hockey Men's Hockey,NA
1240,"Elisabeth ""Elisa"" Aguilar Lpez",F,"27","172","75",Spain,ESP,"2004 Summer",2004,Summer,Athina,Basketball,Basketball Women's Basketball,NA
1240,"Elisabeth ""Elisa"" Aguilar Lpez",F,"31","172","75",Spain,ESP,"2008 Summer",2008,Summer,Beijing,Basketball,Basketball Women's Basketball,NA
1241,Enrique Aguilar Zermeno,M,"26","157","54",Mexico,MEX,"1996 Summer",1996,Summer,Atlanta,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",NA
1242,Evelis Jazmin Aguilar Torres,F,"23","173","64",Colombia,COL,"2016 Summer",2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,NA
1243,Felipe Aguilar Mendoza,M,"23","191","72",Colombia,COL,"2016 Summer",2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
1244,Felipe Aguilar Schler,M,"41","170","72",Chile,CHI,"2016 Summer",2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,NA
1245,Fernando Aguilar Camacho,M,"26","178","64",Spain,ESP,"1964 Summer",1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",NA
1245,Fernando Aguilar Camacho,M,"26","178","64",Spain,ESP,"1964 Summer",1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",NA
1246,Florencio Aguilar Mejia,M,"24","168","62",Panama,PAN,"1984 Summer",1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,NA
1246,Florencio Aguilar Mejia,M,"32","168","62",Panama,PAN,"1992 Summer",1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,NA
1247,Iaki Aguilar Vicente,M,"24","189","82",Spain,ESP,"2008 Summer",2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,NA
1247,Iaki Aguilar Vicente,M,"28","189","82",Spain,ESP,"2012 Summer",2012,Summer,London,Water Polo,Water Polo Men's Water Polo,NA
1247,Iaki Aguilar Vicente,M,"32","189","82",Spain,ESP,"2016 Summer",2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
1248,Irving Jaime Aguilar Robles,M,"26","173","64",Mexico,MEX,"1996 Summer",1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",NA
1249,Jos Aguilar Pulsn,M,"20","173","64",Cuba,CUB,"1980 Summer",1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze
1250,Juan Aguilar,M,"21","174","75",Argentina,ARG,"1964 Summer",1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,NA
1251,Karel Aguilar Chacn,M,"24","175","85",Cuba,CUB,"2004 Summer",2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",NA
1251,Karel Aguilar Chacn,M,"28","175","85",Cuba,CUB,"2008 Summer",2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",NA
1251,Karel Aguilar Chacn,M,"28","175","85",Cuba,CUB,"2008 Summer",2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",NA
1252,Luis Enrique Aguilar Brenes,M,"16","179","71",Costa Rica,CRC,"1968 Summer",1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,NA
1253,Luis Aguilar,M,"28","183","85",Xolotl,MEX,"1964 Summer",1964,Summer,Tokyo,Sailing,Sailing Mixed 5.5 metres,NA
1254,Macarena Aguilar Daz,F,"27","170","67",Spain,ESP,"2012 Summer",2012,Summer,London,Handball,Handball Women's Handball,Bronze
1254,Macarena Aguilar Daz,F,"31","170","67",Spain,ESP,"2016 Summer",2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
1255,Mariano I. Aguilar,M,NA,NA,NA,Mexico,MEX,"1924 Summer",1924,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
1255,Mariano I. Aguilar,M,NA,NA,NA,Mexico,MEX,"1924 Summer",1924,Summer,Paris,Athletics,Athletics Men's 200 metres,NA
1256,Mario David Aguilar,M,"43","177","78",El Salvador,ESA,"1968 Summer",1968,Summer,Mexico City,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
1257,Maximiliano Aguilar Salazar,M,"18","161","70",Mexico,MEX,"1968 Summer",1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,NA
1257,Maximiliano Aguilar Salazar,M,"22","161","70",Mexico,MEX,"1972 Summer",1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,NA
1257,Maximiliano Aguilar Salazar,M,"26","161","70",Mexico,MEX,"1976 Summer",1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,NA
1258,Michael Aguilar,M,"24","178","77",Belize,BIZ,"2004 Summer",2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,NA
1259,"Natalia Irina ""Natasha"" Aguilar Komissarova",F,"18","163","54",Costa Rica,CRC,"1988 Summer",1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,NA
1259,"Natalia Irina ""Natasha"" Aguilar Komissarova",F,"18","163","54",Costa Rica,CRC,"1988 Summer",1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
1260,Domingo Omar Aguilar Cardenas,M,"24","171","62",Chile,CHI,"1984 Summer",1984,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",NA
1260,Domingo Omar Aguilar Cardenas,M,"24","171","62",Chile,CHI,"1984 Summer",1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",NA
1260,Domingo Omar Aguilar Cardenas,M,"24","171","62",Chile,CHI,"1984 Summer",1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,NA
1260,Domingo Omar Aguilar Cardenas,M,"28","171","62",Chile,CHI,"1988 Summer",1988,Summer,Seoul,Athletics,Athletics Men's Marathon,NA
1261,Rafael Aguilar Morillo,M,"22","178","74",Spain,ESP,"1984 Summer",1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,NA
1262,Sandra Aguilar Navarro,F,"19","167","50",Spain,ESP,"2012 Summer",2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,NA
1262,Sandra Aguilar Navarro,F,"23","167","50",Spain,ESP,"2016 Summer",2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
1263,Severino Aguilar Fruto,M,"32","164","70",Panama,PAN,"1968 Summer",1968,Summer,Mexico City,Wrestling,"Wrestling Men's Lightweight, Freestyle",NA
1264,Wendy Aguilar,F,"24",NA,NA,Mexico,MEX,"1996 Summer",1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,NA
1265,Yulenmis Aguilar Martnez,F,"20","165","66",Cuba,CUB,"2016 Summer",2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,NA
1266,Ana Carolina Aguilera,F,"19","161","53",Argentina,ARG,"2000 Summer",2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,NA
69454,Li Na,F,"30","172","67",China,CHN,"2012 Summer",2012,Summer,London,Tennis,Tennis Women's Singles,NA
1267,Errol Aguilera,M,"23","175","77",Trinidad and Tobago,TTO,"2002 Winter",2002,Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,NA
1268,Esteban Aguilera Leiva,M,"18","169","60",Cuba,CUB,"1960 Summer",1960,Summer,Roma,Boxing,Boxing Men's Lightweight,NA
1269,Jessica Carolina Aguilera Aguilera,F,"23","167","57",Nicaragua,NCA,"2008 Summer",2008,Summer,Beijing,Athletics,Athletics Women's 100 metres,NA
1270,Jorge Luis Aguilera Ruiz,M,"26","172","64",Cuba,CUB,"1992 Summer",1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
1271,Tomas Alonso Aguilera Armendariz,M,"27","202","95",Mexico,MEX,"2016 Summer",2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,NA
1272,Yosvany Aguilera Zamora,M,"21","163","54",Cuba,CUB,"1996 Summer",1996,Summer,Atlanta,Boxing,Boxing Men's Light-Flyweight,NA
1272,Yosvany Aguilera Zamora,M,"25","163","54",Cuba,CUB,"2000 Summer",2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,NA
1273,Lua del Mar Aguili Ribera,F,"22","170","67",Puerto Rico,PUR,"2004 Summer",2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,NA
1274,Julen Aguinagalde Akizu,M,"29","196","113",Spain,ESP,"2012 Summer",2012,Summer,London,Handball,Handball Men's Handball,NA
1275,Carlos Aguirre,M,"30","183","72",Mexico,MEX,"1968 Summer",1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,NA
1276,Carlos Aguirre,M,"24","178","64",Mexico,MEX,"1976 Summer",1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
1276,Carlos Aguirre,M,"24","178","64",Mexico,MEX,"1976 Summer",1976,Summer,Montreal,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
1277,Carolina Aguirre Giraldo,F,"20","160","59",Colombia,COL,"2016 Summer",2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,NA
1277,Carolina Aguirre Giraldo,F,"20","160","59",Colombia,COL,"2016 Summer",2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,NA
1278,Damaris Gabriela Aguirre Aldaz,F,"27","163","75",Mexico,MEX,"2004 Summer",2004,Summer,Athina,Weightlifting,Weightlifting Women's Heavyweight,NA
1278,Damaris Gabriela Aguirre Aldaz,F,"31","163","75",Mexico,MEX,"2008 Summer",2008,Summer,Beijing,Weightlifting,Weightlifting Women's Heavyweight,NA
1279,rick Germain Aguirre Tafolla,M,"19","170","60",Mexico,MEX,"2016 Summer",2016,Summer,Rio de Janeiro,Football,Football Men's Football,NA
1280,Facundo Aguirre,M,"20","182","78",Argentina,ARG,"2006 Winter",2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
1281,Gabriela Aguirre,F,"30","164","58",Argentina,ARG,"2016 Summer",2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,NA
1282,Gustavo Hernando Aguirre,M,"23","185","75",Argentina,ARG,"2000 Summer",2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,NA
1283,Jeinkler Ernesto Aguirre Manso,M,"18","165","57",Cuba,CUB,"2008 Summer",2008,Summer,Beijing,Diving,Diving Men's Platform,NA
1283,Jeinkler Ernesto Aguirre Manso,M,"22","165","57",Cuba,CUB,"2012 Summer",2012,Summer,London,Diving,Diving Men's Platform,NA
